OBJECTID,URN,SCHOOL_NAM,TYPE,PHASE,ADDRESS,TOWN,POSTCODE,STATUS,GENDER,EASTING,NORTHING,WARD_NAME,LSOA_NAME,LA_NAME,WEBLINK,AGE,map_icon,NEW_URN,OLD_URN,map_icon_l,Primary,x,y
830,137018,Radnor House,Other Independent School,Not applicable,Pope's Villa,Twickenham,TW1 4QG,Open,Mixed,515956,172690,South Twickenham,Richmond upon Thames 016A,Richmond upon Thames,www.radnorhouse.org,18-Jul, , , ,2,1,-0.33301,51.4413986
831,137018,Radnor House,Other Independent School,Not applicable,Pope's Villa,Twickenham,TW1 4QG,Open,Mixed,515956,172690,South Twickenham,Richmond upon Thames 016A,Richmond upon Thames,www.radnorhouse.org,18-Jul, , , ,2,0,-0.33301,51.4413986
832,137273,Tarbiyyah Primary School,Other Independent School,Not applicable,Unit 7,London,UB3 4SA,Open,Mixed,509835,179239,Botwell,Hillingdon 030A,Hillingdon, ,11-Mar, , , ,2,1,-0.41901,51.5014
833,137318,Bnei Zion Community School,Other Independent School,Not applicable,49a Ravensdale Road,London,N16 6TJ,Open,Boys,533873,188024,New River,Hackney 001C,Hackney, ,5-Mar, , , ,2,1,-0.0695486,51.5751991
834,137333,CATS College London,Other Independent School,Not applicable,43-45 Bloomsbury Square & 2 Southampton Place,London,WC1A 2RA,Open,Mixed,530364,181581,Holborn and Covent Garden,Camden 028C,Camden,http://www.catscollege.com/en/locations/london,15 - 24, , , ,2,0,-0.122541,51.5181007
835,137502,Peninim,Other Independent School,Not applicable,27 Green Lane,London,NW4 2NL,Open,Girls,523748,188821,Hendon,Barnet 034A,Barnet, ,11-Feb, , , ,2,1,-0.215298,51.5847015
836,137505,Beis Ruchel D'Satmar London,Other Independent School,Not applicable,117 Stamford Hill,London,N16 5RS,Open,Girls,533613,187732,New River,Hackney 001B,Hackney, ,11-May, , , ,2,1,-0.0734092,51.5726013
837,137567,Croydon Metropolitan College,Other Independent School,Not applicable,30-32 South End,Croydon,CR0 1DN,Open,Mixed,532415,164747,Fairfield,Croydon 027B,Croydon, ,14 - 35, , , ,2,0,-0.0992893,51.3664017
838,137671,Educational Excellence and Wellbeing,Other Independent School,Not applicable,112 - 114 High Street,Croydon,CR0 1ND,Open,Mixed,532325,165133,Fairfield,Croydon 027B,Croydon,www.educationalexcellence.org.uk,16-Nov, , , ,2,0,-0.100438,51.3698997
839,137784,Unity Girls High School,Other Independent School,Not applicable,133 West Hendon Broadway,London,NW9 7DY,Open,Girls,522147,187851,West Hendon,Barnet 036B,Barnet,www.daralhuda.co.uk,16-Nov, , , ,2,0,-0.238731,51.5763016
840,137802,La Chouette School,Other Independent School,Not applicable,17 The Mall,London,W5 2PJ,Open,Mixed,518078,180855,Ealing Broadway,Ealing 020A,Ealing,www.lachouetteschool.co.uk,6-Feb, , , ,2,1,-0.299767,51.5143013
841,137808,Leaways School,Other Independent Special School,Not applicable,Theydon Road,London,E5 9NZ,Open,Mixed,535080,186829,Leabridge,Hackney 028C,Hackney, ,17-Oct, , , ,2,1,-0.0526007,51.5642014
842,137808,Leaways School,Other Independent Special School,Not applicable,Theydon Road,London,E5 9NZ,Open,Mixed,535080,186829,Leabridge,Hackney 028C,Hackney, ,17-Oct, , , ,2,0,-0.0526007,51.5642014
843,137809,Wiznitz Cheder School,Other Independent School,Not applicable,126b Stamford Hill,London,N16 6QT,Open,Boys,533690,187564,New River,Hackney 001A,Hackney, ,13-Mar, , , ,2,1,-0.0723627,51.5710983
844,137809,Wiznitz Cheder School,Other Independent School,Not applicable,126b Stamford Hill,London,N16 6QT,Open,Boys,533690,187564,New River,Hackney 001A,Hackney, ,13-Mar, , , ,2,0,-0.0723627,51.5710983
845,137817,Rann Horizon School,Other Independent School,Not applicable,121 Clapham High Street,London,SW4 7JR,Open,Mixed,529677,157394,Coulsdon East,Croydon 043A,Croydon, ,11-May, , , ,2,1,-0.141272,51.3008995
846,137890,Limespring School,Other Independent Special School,Not applicable,Park House,London,N2 9PJ,Open,Mixed,527311,189206,East Finchley,Barnet 029E,Barnet, ,11-Jul, , , ,2,1,-0.16376,51.5872993
847,138101,TTD Gur School,Other Independent School,Not applicable,17 Margaret Road,London,N16 6UX,Open,Boys,533728,187088,Cazenove,Hackney 006B,Hackney, ,7-Mar, , , ,2,1,-0.0719957,51.5667992
848,138378,Clannad Education Centre,Other Independent Special School,Not applicable,112 Chislehurst Road,Orpington,BR6 0DW,Open,Mixed,545865,166897,Cray Valley East,Bromley 028A,Bromley, ,16-Nov, , , ,2,0,0.0946663,51.3824005
849,138384,Kings London,Other Independent School,Not applicable,25 Beckenham Road,London,BR3 4PR,Open,Mixed,536705,169465,Clock House,Bromley 013C,Bromley, ,14 - 25, , , ,2,0,-0.0358881,51.4076996
850,138386,Park View Academy,Other Independent Special School,Not applicable,146-148 Parkview Road,Welling,DA16 1SR,Open,Mixed,547048,175736,Danson Park,Bexley 020G,Bexley, ,19-Jul, , , ,2,1,0.115318,51.4614983
851,138386,Park View Academy,Other Independent Special School,Not applicable,146-148 Parkview Road,Welling,DA16 1SR,Open,Mixed,547048,175736,Danson Park,Bexley 020G,Bexley, ,19-Jul, , , ,2,0,0.115318,51.4614983
852,138406,Wandsworth Preparatory School,Other Independent School,Not applicable,The Old Library,London,SW18 2PQ,Open,Mixed,526286,174346,Fairfield,Wandsworth 019B,Wandsworth, ,11-Apr, , , ,2,1,-0.183867,51.4539986
853,138516,Vishnitz Girls School,Other Independent School,Not applicable,49 Amhurst Park,London,N16 5DL,Open,Girls,533170,187932,New River,Hackney 003D,Hackney, ,8-Mar, , , ,2,1,-0.079722,51.574501
854,138564,Buttercup Primary School,Other Independent School,Not applicable,181 Cannon Street Road,London,E1 2LX,Open,Mixed,534576,181263,Whitechapel,Tower Hamlets 021A,Tower Hamlets,www.buttercupprimary.co.uk,11-Mar, , , ,2,1,-0.0619934,51.5143013
855,138598,Harrow Primary School,Other Independent School,Not applicable,80-82 Gayton Road,London,HA1 2LS,Open,Mixed,516173,188107,Greenhill,Harrow 023B,Harrow, ,11-May, , , ,2,1,-0.324815,51.5798988
856,138599,La Petite Ecole Bilingue,Other Independent School,Not applicable,90 Oxford Gardens,London,W10 5UW,Open,Mixed,523934,181421,St. Charles,Kensington and Chelsea 003E,Kensington and Chelsea,http://petiteecolebilingue.free.fr/,11-Mar, , , ,2,1,-0.215219,51.5181007
857,138669,Alpha Preparatory School,Other Independent School,Not applicable,89 Vallentin Road,Walthamstow,E17 3JJ,Open,Mixed,538331,189406,Wood Street,Waltham Forest 013C,Waltham Forest, ,11-Apr, , , ,2,1,-0.0047147,51.5864983
858,138771,The St Michael Steiner School,Other Independent School,Not applicable,Park Road,London,TW13 6PN,Open,Mixed,511565,171816,Hanworth Park,Hounslow 026E,Hounslow,http://www.stmichaelsteiner.hounslow.sch.uk,17-Mar, , , ,2,1,-0.396437,51.4343987
859,138771,The St Michael Steiner School,Other Independent School,Not applicable,Park Road,London,TW13 6PN,Open,Mixed,511565,171816,Hanworth Park,Hounslow 026E,Hounslow,http://www.stmichaelsteiner.hounslow.sch.uk,17-Mar, , , ,2,0,-0.396437,51.4343987
860,138777,La Petite Ecole Bilingue,Other Independent School,Not applicable,22 Vicar's Road,London,NW5 4NL,Open,Mixed,528155,185326,Gospel Oak,Camden 007A,Camden, ,11-Mar, , , ,2,1,-0.152998,51.5522995
861,138801,Hafs Academy,Other Independent School,Not applicable,Unit 3,London,E15 1JW,Open,Boys,538987,185161,Stratford and New Town,Newham 012A,Newham,http://www.hafsacademy.co.uk,14-Jul, , , ,2,1,0.0030706,51.5481987
862,138801,Hafs Academy,Other Independent School,Not applicable,Unit 3,London,E15 1JW,Open,Boys,538987,185161,Stratford and New Town,Newham 012A,Newham,http://www.hafsacademy.co.uk,14-Jul, , , ,2,0,0.0030706,51.5481987
863,138803,Octavia House Schools,Other Independent Special School,Not applicable,Larcom Street,London,SE17 1RT,Open,Mixed,532254,178590,East Walworth,Southwark 012F,Southwark,http://www.octaviahouseschools.com,14-May, , , ,2,1,-0.0964375,51.490799
864,138803,Octavia House Schools,Other Independent Special School,Not applicable,Larcom Street,London,SE17 1RT,Open,Mixed,532254,178590,East Walworth,Southwark 012F,Southwark,http://www.octaviahouseschools.com,14-May, , , ,2,0,-0.0964375,51.490799
865,138980,Al Ashraaf Secondary School,Other Independent School,Not applicable,102-105 Whitechapel High Street,London,E1 7RA,Open,Boys,533883,181402,Spitalfields and Banglatown,Tower Hamlets 015D,Tower Hamlets,http://alashraaf.org.uk/,16-Nov, , , ,2,0,-0.0719216,51.5157013
866,139220,Serene House,Other Independent Special School,Not applicable,C/O Cambian Education,"Hammersmith Embankment, London",W6 9RU,Open,Mixed,523326,177831,Fulham Reach,Hammersmith and Fulham 018B,Hammersmith and Fulham,http://www.cambiangroup.com/cambiangroup.aspx,18-Nov, , , ,2,0,-0.225231,51.4860001
867,139221,Date Palm Primary School,Other Independent School,Not applicable,56-60 Nelson Street,London,E1 2DE,Open,Mixed,534772,181375,Whitechapel,Tower Hamlets 017D,Tower Hamlets, ,11-Feb, , , ,2,1,-0.0591277,51.5152016
868,139239,L'ecole Internationale Franco-Anglaise Ltd,Other Independent School,Not applicable,36 Portland Place,London,W1B 1LS,Open,Mixed,528832,181753,Marylebone High Street,Westminster 013A,Westminster,www.ecole-ifa.com,16-Mar, , , ,2,1,-0.144545,51.5200005
869,139239,L'ecole Internationale Franco-Anglaise Ltd,Other Independent School,Not applicable,36 Portland Place,London,W1B 1LS,Open,Mixed,528832,181753,Marylebone High Street,Westminster 013A,Westminster,www.ecole-ifa.com,16-Mar, , , ,2,0,-0.144545,51.5200005
870,139331,Rose House Montessori School,Other Independent School,Not applicable,The Chapel-on-the-Hill,London,SE23 2UJ,Open,Mixed,535765,172818,Perry Vale,Lewisham 024D,Lewisham, ,11-Mar, , , ,2,1,-0.0481114,51.4380989
871,139415,Halcyon London International School,Other Independent School,Not applicable,33 Seymour Place,London,W1H 5AU,Open,Mixed,527649,181229,Bryanston and Dorset Square,Westminster 012B,Westminster,www.halcyonschool.com,16-Nov, , , ,2,0,-0.161776,51.5155983
872,139417,The London Acorn School,Other Independent School,Not applicable,Morden Cottage,London,SM4 5JD,Open,Mixed,526163,168606,Ravensbury,Merton 023C,Merton,www.thelondonacornschool.co.uk,14-Mar, , , ,2,1,-0.187679,51.4025002
873,139417,The London Acorn School,Other Independent School,Not applicable,Morden Cottage,London,SM4 5JD,Open,Mixed,526163,168606,Ravensbury,Merton 023C,Merton,www.thelondonacornschool.co.uk,14-Mar, , , ,2,0,-0.187679,51.4025002
874,139558,Finches School,Other Independent Special School,Not applicable,Levy Building,London,N3 2SY,Open,Mixed,525470,190087,Finchley Church End,Barnet 028E,Barnet,www.finchesschool.co.uk,18-Jul, , , ,2,1,-0.190004,51.5956993
875,139558,Finches School,Other Independent Special School,Not applicable,Levy Building,London,N3 2SY,Open,Mixed,525470,190087,Finchley Church End,Barnet 028E,Barnet,www.finchesschool.co.uk,18-Jul, , , ,2,0,-0.190004,51.5956993
876,139601,The Complete Works Independent School,Other Independent School,Not applicable,"The Old Truman Brewery, 91 Brick Lane",London,E1 6QL,Open,Mixed,533839,182071,Spitalfields and Banglatown,Tower Hamlets 015B,Tower Hamlets, ,14 - 16, , , ,2,0,-0.0723015,51.5217018
877,139811,The Cedars School,Other Independent School,Not applicable,Coombe Road,London,CR0 5RD,Open,Boys,534331,164506,Fairfield,Croydon 023C,Croydon,www.thecedarsschool.org.uk,18-Nov, , , ,2,0,-0.071874,51.3638
878,139826,Read Academy,Other Independent School,Not applicable,445-447 Ley Street,Ilford,IG1 4AD,Open,Mixed,544489,187420,Newbury,Redbridge 023C,Redbridge, ,11-May, , , ,2,1,0.0832928,51.5671997
879,139835,Rhodes Farm School,Other Independent School,Not applicable,Mymwood House,Hatfield,AL9 6NN,Open,Mixed,526435,203841,Brookmans Park and Little Heath,Welwyn Hatfield 015B,Welwyn Hatfield, ,18-Aug, , , ,2,1,-0.171111,51.719101
880,139835,Rhodes Farm School,Other Independent School,Not applicable,Mymwood House,Hatfield,AL9 6NN,Open,Mixed,526435,203841,Brookmans Park and Little Heath,Welwyn Hatfield 015B,Welwyn Hatfield, ,18-Aug, , , ,2,0,-0.171111,51.719101
881,139973,Dania School,Other Independent School,Not applicable,3 Corners Youth Centre,London,EC1R 0HU,Open,Mixed,531392,182437,Clerkenwell,Islington 022D,Islington,www.daniaschool.com,11-Mar, , , ,2,1,-0.107414,51.5256004
882,140039,Break Through,Other Independent School,Not applicable,121 Nuxley Road,Bexley,DA17 5JX,Open,Mixed,548971,177849,Belvedere,Bexley 003A,Bexley, ,17-Nov, , , ,2,0,0.143868,51.4799995
883,140066,Kew House,Other Independent School,Not applicable,6 Capital Interchange Way,London,TW8 0EX,Open,Mixed,519023,178253,Brentford,Hounslow 003C,Hounslow, ,18-Nov, , , ,2,0,-0.287032,51.4906998
884,140192,Walmer Road School,Other Independent School,Not applicable,221 Walmer Road,London,W11 4EY,Open,Mixed,524167,180798,Norland,Kensington and Chelsea 005B,Kensington and Chelsea, ,14 - 16, , , ,2,0,-0.212082,51.5125008
885,140225,Epic Learning,Other Independent School,Not applicable,Golborne Youth and Community Centre,London,W10 5QJ,Open,Mixed,524638,181762,Golborne,Kensington and Chelsea 001D,Kensington and Chelsea, ,13 - 18, , , ,2,0,-0.204958,51.5209999
886,140226,Full Circle Education,Other Independent School,Not applicable,124-126 Broadwalk,London,SE3 8ND,Open,Mixed,541800,176210,Kidbrooke with Hornfair,Greenwich 022D,Greenwich,www.fullcircleeducation-school.com,16-Nov, , , ,2,0,0.0400164,51.4670982
887,140227,Bridge School,Other Independent School,Not applicable,C/O Cambian Education,"Hammersmith Embankment, London",W6 9RU,Open,Mixed,523347,177829,Fulham Reach,Hammersmith and Fulham 018B,Hammersmith and Fulham,http://www.cambiangroup.com/cambiangroup.aspx,18-Nov, , , ,2,0,-0.22493,51.4860001
888,140270,Small Acres,Other Independent School,Not applicable,Peckham Rye Adventure Playground,London,SE22 0SB,Open,Mixed,535201,174787,Peckham Rye,Southwark 029B,Southwark, ,11-May, , , ,2,1,-0.0554692,51.4558983
889,140273,Chase House School,Other Independent School,Not applicable,C/O Cambian Education,"Hammersmith Embankment, London",W6 9RU,Open,Mixed,523347,177829,Fulham Reach,Hammersmith and Fulham 018B,Hammersmith and Fulham,http://www.cambiangroup.com/cambiangroup.aspx,16-Jul, , , ,2,1,-0.22493,51.4860001
890,140273,Chase House School,Other Independent School,Not applicable,C/O Cambian Education,"Hammersmith Embankment, London",W6 9RU,Open,Mixed,523347,177829,Fulham Reach,Hammersmith and Fulham 018B,Hammersmith and Fulham,http://www.cambiangroup.com/cambiangroup.aspx,16-Jul, , , ,2,0,-0.22493,51.4860001
891,140356,The Laurels School,Other Independent School,Not applicable,126 Atkins Road,London,SW12 0AN,Open,Girls,529615,173718,Thornton,Lambeth 023F,Lambeth,www.thelaurelsschool.org.uk,16-Nov, , , ,2,0,-0.136212,51.4476013
892,140421,Face Youth Therapeutic School,Other Independent Special School,Not applicable,John Innes Youth Centre,London,SW19 1JN,Open,Mixed,525550,170049,Abbey,Merton 009A,Merton, ,16-Nov, , , ,2,0,-0.195976,51.4155998
893,140485,Bloo House,Other Independent School,Not applicable,The Lodge (Moore Place),Esher,KT10 9LN,Open,Mixed,513551,164204,Esher,Elmbridge 013B,Elmbridge, ,11-May, , , ,2,1,-0.370312,51.3656006
894,140496,Jus'T'Learn,Other Independent School,Not applicable,9-11 Commonside East,Mitcham,CR4 2QA,Open,Mixed,527958,168869,Figge's Marsh,Merton 013C,Merton,www.justlearn.org.uk,16-Nov, , , ,2,0,-0.161793,51.4043999
895,140572,Seacole Primary School,Other Independent School,Not applicable,"Our Lady of the Holy Souls, Church Hall",London,W10 5DJ,Open,Mixed,524415,182264,Golborne,Kensington and Chelsea 001E,Kensington and Chelsea, ,11-Apr, , , ,2,1,-0.207993,51.5256004
896,140603,Westminster Tutors,Other Independent School,Not applicable,84-86 Old Brompton Road,London,SW7 3LQ,Open,Mixed,526618,178655,Brompton,Kensington and Chelsea 016A,Kensington and Chelsea, ,14 - 19, , , ,2,0,-0.177549,51.4926987
897,140615,Manor Cottage,Other Independent Special School,Not applicable,C/O Cambian Education,London,W6 9RU,Open,Mixed,523347,177829,Fulham Reach,Hammersmith and Fulham 018B,Hammersmith and Fulham,http://www.cambiangroup.com/cambiangroup.aspx,16-Jul, , , ,2,1,-0.22493,51.4860001
898,140615,Manor Cottage,Other Independent Special School,Not applicable,C/O Cambian Education,London,W6 9RU,Open,Mixed,523347,177829,Fulham Reach,Hammersmith and Fulham 018B,Hammersmith and Fulham,http://www.cambiangroup.com/cambiangroup.aspx,16-Jul, , , ,2,0,-0.22493,51.4860001
899,141007,Arc School Napton,Other Independent Special School,Not applicable,C/O Kedleston Schools,Stockley Park,UB11 1BD,Open,Mixed,508156,179946,Botwell,Hillingdon 027B,Hillingdon,www.arcschoolnapton.co.uk,11-Jul, , , ,2,1,-0.442973,51.5080986
900,141018,Life In London Uk,Other Independent School,Not applicable,32 Clyde Terrace,London,SE23 3BA,Open,Mixed,535373,172672,Forest Hill,Lewisham 028A,Lewisham,www.lifeinlondon.org,13 - 16, , , ,2,0,-0.0538035,51.4369011
901,141023,The Norwegian Kindergarten In London,Other Independent School,Not applicable,28 Arterberry Road,London,SW20 8AH,Open,Mixed,523476,170090,Raynes Park,Merton 010A,Merton, ,6-Mar, , , ,2,1,-0.225771,51.4164009
902,141029,Inspired Directions School,Other Independent Special School,Not applicable,57 Dalston Lane,London,E8 2NG,Open,Mixed,533896,184836,Dalston,Hackney 020A,Hackney, ,13 - 16, , , ,2,0,-0.0704299,51.5466003
903,141031,Treasure House London Cic,Other Independent Special School,Not applicable,The Livesey,London,SE15 1JF,Open,Mixed,534648,177671,Livesey,Southwark 018B,Southwark, ,14 - 19, , , ,2,0,-0.0623259,51.4819984
904,141247,Focus 1st Academy,Other Independent School,Not applicable,339 Bowes Road,London,N11 1BA,Open,Mixed,529291,192431,Southgate Green,Enfield 032E,Enfield, ,14 - 16, , , ,2,0,-0.134009,51.6158981
905,141250,North Bridge House Senior Canonbury,Other Independent School,Not applicable,6-9 Canonbury Place,London,N1 2NQ,Open,Mixed,531999,184503,Canonbury,Islington 016B,Islington, ,13 - 18, , , ,2,0,-0.0978959,51.5439987
906,141315,Pulse and Water College,Other Independent School,Not applicable,3rd Floor Block 0,Greenwich,SE18 6PF,Open,Mixed,543530,178812,Woolwich Riverside,Greenwich 004G,Greenwich, ,16-Nov, , , ,2,0,0.0659614,51.4901009
907,141502,High Peak School,Other Independent Special School,Not applicable,Kedleston Schools Ltd,Stockley Park,UB11 1BD,Open,Mixed,508156,179946,Botwell,Hillingdon 027B,Hillingdon, ,18-Sep, , , ,2,1,-0.442973,51.5080986
908,141502,High Peak School,Other Independent Special School,Not applicable,Kedleston Schools Ltd,Stockley Park,UB11 1BD,Open,Mixed,508156,179946,Botwell,Hillingdon 027B,Hillingdon, ,18-Sep, , , ,2,0,-0.442973,51.5080986
909,141516,The Boxing Academy,Other Independent School,Not applicable,23 Hackney Grove,London,E8 3NR,Open,Mixed,534862,184607,Hackney Central,Hackney 017D,Hackney, ,14 - 16, , , ,2,0,-0.0565951,51.5443001
910,141519,Lyceum Newham,Other Independent School,Not applicable,Bignold Hall,London,E7 0EX,Open,Mixed,540338,185705,Forest Gate North,Newham 001C,Newham, ,16-Nov, , , ,2,0,0.0227586,51.5527992
